PSD_PLOT
1, 1, 0, 2
Data set  1, 19 
Feed                          
 0.0714 ,  0.99 
 0.05049 ,  0.9521 
 0.0357 ,  0.8653 
 0.02525 ,  0.7335 
 0.01785 ,  0.5821 
 0.01262 ,  0.4376 
 0.008925 ,  0.316 
 0.006311 ,  0.2216 
 0.004463 ,  0.1524 
 0.003156 ,  0.1033 
 0.002231 ,  0.0694 
 0.001578 ,  0.0464 
 0.001116 ,  0.0308 
 0.0007889 ,  0.0205 
 0.0005578 ,  0.0135 
 0.0003945 ,  0.009 
 0.0002789 ,  0.0059 
 0.0001972 ,  0.0039 
 0.0001395 ,  0.0026 
