PSD_PLOT
1, 1, 0, 2
Data set  1, 12 
alimentacao cicl classificador
 0.001 ,  0.986 
 0.0005 ,  0.956 
 0.00025 ,  0.852 
 0.00015 ,  0.667 
 0.0001 ,  0.492 
 0.000075 ,  0.311 
 0.000045 ,  0.178 
 0.000026 ,  0.132 
 0.00002 ,  0.116 
 0.000014 ,  0.102 
 0.000009 ,  0.092 
 0.000007 ,  0.087 
