PSD_PLOT
1, 1, 0, 2
Data set  1, 10 
overflow cicl classificador   
 0.00025 ,  0.998 
 0.00015 ,  0.987 
 0.0001 ,  0.965 
 0.000075 ,  0.896 
 0.000045 ,  0.737 
 0.000026 ,  0.559 
 0.00002 ,  0.48 
 0.000014 ,  0.415 
 0.000009 ,  0.361 
 0.000007 ,  0.325 
