PSD_PLOT
 3 
 1 
 3 
 101 
 6 
 1 
Data set       1             24           Feed
1681.0000     99.8700
1189.0000     98.9400
840.8000      95.5400
594.6000      88.0500
420.4000      76.6000
297.4000      62.9400
210.2000      49.2800
148.7000      37.1100
105.0000      27.0900
74.3700       19.4200
52.5200       13.7000
37.1800       9.9750
26.2700       7.0530
18.5900       4.9880
13.1400       3.5270
9.2940        2.4940
6.5680        1.7630
4.6460        1.2470
3.2840        0.8817
2.3230        0.6235
1.6420        0.4408
1.1620        0.3117
0.8211        0.2204
0.5807        0.1559
Data set       3             24           Underflow
1681.0000     99.8500
1189.0000     98.7200
840.8000      94.6000
594.6000      85.5200
420.4000      71.6600
297.4000      55.1100
210.2000      38.5700
148.7000      23.8800
105.0000      12.9900
74.3700       7.0760
52.5200       4.1830
37.1800       2.8220
26.2700       1.9280
18.5900       1.3450
13.1400       0.9462
9.2940        0.6678
6.5680        0.4718
4.6460        0.3335
3.2840        0.2358
2.3230        0.1667
1.6420        0.1179
1.1620        0.0834
0.8211        0.0590
0.5807        0.0417
Data set       101           24           Exercise 2-1 Overflow PSD
1681.0000     100.0000
1189.0000     100.0000
840.8000      100.0000
594.6000      100.0000
420.4000      100.0000
297.4000      100.0000
210.2000      100.0000
148.7000      99.7370
105.0000      93.7970
74.3700       77.8760
52.5200       58.7260
37.1800       43.8330
26.2700       31.3130
18.5900       22.2280
13.1400       15.7410
9.2940        11.1370
6.5680        7.8770
4.6460        5.5700
3.2840        3.9390
2.3230        2.7850
1.6420        1.9690
1.1620        1.3930
0.8211        0.9850
0.5807        0.6960
