PSD_PLOT
1, 1, 0, 2
Data set  1, 19 
Rougher Tails                 
 0.008 ,  1 
 0.0063 ,  1 
 0.0056 ,  1 
 0.00475 ,  1 
 0.00335 ,  0.9993 
 0.0028 ,  0.9991 
 0.002 ,  0.9982 
 0.0014 ,  0.9964 
 0.001 ,  0.9939 
 0.00071 ,  0.9897 
 0.0005 ,  0.984 
 0.000355 ,  0.9679 
 0.00025 ,  0.9364 
 0.00018 ,  0.8926 
 0.000106 ,  0.7813 
 0.000075 ,  0.6872 
 0.000053 ,  0.5973 
 0.000045 ,  0.5619 
 0.000038 ,  0.5291 
