PSD_PLOT
1, 1, 0, 2
Data set  1, 9 
Cyclone underflow             
 0.000212 ,  0.7115 
 0.00015 ,  0.4783 
 0.000106 ,  0.296 
 0.000075 ,  0.1756 
 0.000053 ,  0.1053 
 0.000038 ,  0.0689 
 0.000027 ,  0.0491 
 0.000019 ,  0.039 
 0.0000095 ,  0.0301 
