PSD_PLOT
 3 
 1 
 3 
 2 
 6 
 1 
Data set       1             11           Feed
63850.0000    98.4000
45230.0000    93.1700
31930.0000    82.1300
22610.0000    68.0200
15960.0000    53.7100
11300.0000    41.1800
7988.0000     31.2400
5649.0000     22.9000
3994.0000     16.8500
2825.0000     12.4000
1997.0000     9.1290
Data set       3             11           Undersize
63850.0000    100.0000
45230.0000    100.0000
31930.0000    100.0000
22610.0000    95.1300
15960.0000    77.8700
11300.0000    60.0400
7988.0000     45.5800
5649.0000     33.4200
3994.0000     24.5900
2825.0000     18.1000
1997.0000     13.3200
Data set       2             11           Oversize
63850.0000    94.9100
45230.0000    78.3100
31930.0000    43.2300
22610.0000    8.9760
15960.0000    1.1010
11300.0000    0.1171
7988.0000     0.0128
5649.0000     0.0012
3994.0000     0.0001
2825.0000     0.0000
1997.0000     0.0000
