PSD_PLOT
 2 
 2  1 
 6
 6
Data set  0002 0015 Original data for Ex10-2      
4.7500E-9     1.0000E+0
3.3500E-9     1.0000E+0
2.3600E-9     1.0000E+0
1.7000E-9     1.0000E+0
1.1800E-9     9.3800E-1
8.5000E-10    8.7300E-1
6.0000E-10    7.7800E-1
4.2500E-10    7.4800E-1
3.0000E-10    7.2600E-1
2.1200E-10    6.6700E-1
1.5000E-10    6.0000E-1
1.0600E-10    5.2600E-1
7.5000E-11    4.5300E-1
5.3000E-11    4.1100E-1
0.0000E+0     0.0000E+0
Data set  0001 0015 Smoothed partition function   
4.7500E-9     1.0000E+0
3.3500E-9     9.7900E-1
2.3600E-9     9.7500E-1
1.7000E-9     9.7000E-1
1.1800E-9     9.1100E-1
8.5000E-10    8.4200E-1
6.0000E-10    7.4400E-1
4.2500E-10    7.1100E-1
3.0000E-10    6.8700E-1
2.1200E-10    6.2500E-1
1.5000E-10    5.5400E-1
1.0600E-10    4.7800E-1
7.5000E-11    4.0500E-1
5.3000E-11    3.6300E-1
0.0000E+0     0.0000E+0
