MODSIM_LIB1.1
12
0.000000 0.000038 0.04050 0.03750 0.00840 0.00070 0.00660 0.00880 0.00080 0.00990 0.00200 0.13990 0.49730 0.24770
0.000038 0.000045 0.00510 0.06100 0.03440 0.00000 0.02090 0.00210 0.00270 0.00190 0.01610 0.08010 0.76720 0.00840
0.000045 0.000053 0.05650 0.00760 0.03330 0.04200 0.01660 0.00050 0.00540 0.00080 0.00660 0.09200 0.73870 0.00000
0.000053 0.000075 0.05040 0.03470 0.04970 0.04180 0.06110 0.00530 0.00530 0.02010 0.07680 0.23990 0.41480 0.00000
0.000075 0.000106 0.03550 0.16560 0.04500 0.10870 0.11120 0.07540 0.04270 0.04270 0.03560 0.13110 0.20630 0.00000
0.000106 0.000180 0.00090 0.26070 0.32890 0.14040 0.11830 0.00470 0.02220 0.02820 0.02920 0.06630 0.00000 0.00000
0.000180 0.000250 0.00000 0.17890 0.38900 0.19030 0.19910 0.02980 0.00650 0.00090 0.00000 0.00160 0.00160 0.00230
0.000250 0.000355 0.00000 0.32110 0.32960 0.34050 0.00350 0.00050 0.00000 0.00040 0.00130 0.00150 0.00160 0.00000
